1.00987	1.76777832
1.01169	1.7736436470588235
1.01351	1.7793443461538463
1.01534	1.7848874716981133
1.01716	1.7902801111111113
1.01899	1.795528472727273
1.02081	1.8006386785714288
1.02263	1.8056164210526318
1.02446	1.8104670000000003
1.02628	1.815195525423729
1.02811	1.8198069333333335
1.02993	1.8243056721311477
1.03175	1.8286960645161292
1.03358	1.832982158730159
1.0354	1.8371679062500001
1.03723	1.8412568615384617
1.03905	1.8452526666666669
1.04087	1.8491585970149256
1.0427	1.8529777352941177
1.04452	1.8567132753623188
1.04635	1.8603679428571427
1.04817	1.8639445915492954
1.04999	1.8674456388888885
1.05182	1.8708737808219176
1.05364	1.874231297297297
1.05547	1.8775204799999998
1.05729	1.8807434999999997
1.05911	1.8839024155844153
1.06094	1.8869993076923073
1.06276	1.8900360253164554
1.06459	1.8930144499999997
1.06641	1.89593624691358
1.06823	1.8988031219512194
1.07006	1.9016166987951806
1.07188	1.9043785238095237
1.07371	1.9070901882352942
1.07553	1.909752976744186
1.07735	1.9123683448275863
1.07918	1.9149375681818184
1.081	1.9174619775280901
1.08283	1.9199427333333334
1.08465	1.922381054945055
1.08647	1.9247781086956521
1.0883	1.9271349032258065
1.09012	1.929452510638298
1.09195	1.9317320631578947
1.09377	1.9339744374999999
1.09559	1.9361805773195873
1.09742	1.9383513877551017
1.09924	1.940487838383838
1.10107	1.9425907599999996
1.10289	1.9600588399999999
1.10471	1.9747815299999996
1.10654	1.9875286999999997
1.10836	1.9987950999999997
1.11019	2.0089175
1.11201	2.0181354
1.11383	2.0266249999999992
1.11566	2.0345195999999994
1.11748	2.0419225999999995
1.11931	2.0489157999999996
1.12113	2.0555645999999994
1.12295	2.0619224
1.12478	2.0680333999999996
1.1266	2.0739342999999995
1.12843	2.0796561
1.13025	2.0852250999999997
1.13207	2.0906637
1.1339	2.0959912999999997
1.13572	2.1012248
1.13755	2.1063788
1.13937	2.1114659999999996
1.14119	2.1164978
1.14302	2.1214842
1.14484	2.1264339
1.14667	2.1313549
1.14849	2.1362541999999998
1.15031	2.1411380999999996
1.15214	2.1460121999999995
1.15396	2.1508817
1.15579	2.1557511
1.15761	2.1606244999999995
1.15943	2.1655057999999996
1.16126	2.1703982999999996
1.16308	2.1753050999999997
1.16491	2.1802290999999996
1.16673	2.1851727999999997
1.16855	2.1901384999999998
1.17038	2.1951282999999995
1.1722	2.2001441999999996
1.17403	2.2051880999999995
1.17585	2.2102614999999997
1.17767	2.2153658999999997
1.1795	2.2205026999999995
